"time","NO2"
1741373641444,3.284725291
1741373707800,3.285338194
1741373774900,3.285338194
1741373840510,3.284112388
1741373906726,3.284725291
1741373973900,3.284725291
1741374039365,3.285338194
1741374105718,3.285338194
1741374174535,3.285338194
1741374238429,3.284112388
1741374304988,3.284725291
1741374371443,3.284725291
1741374437805,3.285338194
1741374504263,3.285338194
1741374570615,3.285338194
1741374636772,3.284725291
1741374703119,3.284112388
1741374769477,3.285338194
1741374835834,3.285338194
1741374902189,3.285338194
1741374968507,3.284725291
1741375034899,3.284725291
1741375101520,3.285338194
1741375167357,3.284725291
1741375233990,3.285338194
1741375300180,3.285338194
1741375366414,3.284725291
1741375432866,3.284725291
1741375499180,3.285338194
1741375565392,3.285338194
1741375631729,3.284725291
1741375698900,3.284725291
1741375764340,3.284725291
1741375830748,3.284112388
1741375896992,3.285338194
1741375963449,3.285338194
1741376029651,3.284112388
1741376095979,3.285338194
1741376162354,3.284725291
1741376228703,3.284725291
1741376294982,3.284725291
1741376361394,3.285338194
1741376427825,3.285338194
1741376493984,3.285338194
1741376560335,3.285338194
1741376626641,3.285338194
1741376693490,3.285338194
1741376759407,3.285338194
1741376825766,3.285338194
1741376892100,3.284112388
1741376958484,3.285338194
1741377024596,3.285338194
1741377090925,3.285338194
1741377157347,3.285338194
1741377223703,3.284725291
1741377289909,3.284112388
1741377356265,3.284112388
1741377488903,3.284112388
1741377555192,3.284725291
1741377686939,3.285338194
1741377753329,3.285338194
1741377819648,3.284725291
1741377885757,3.284112388
1741377952850,3.285338194
1741378018503,3.284725291
1741378084730,3.285338194
1741378151216,3.285338194
1741378217372,3.285338194
1741378283715,3.285338194
1741378350750,3.284112388
1741378419121,3.284725291
1741378483273,3.285338194
1741378549428,3.284725291
1741378615372,3.285338194
1741378681687,3.284725291
1741378748100,3.285338194
1741378814337,3.285338194
1741378880792,3.284725291
1741379013506,3.285338194
1741379079627,3.285338194
1741379146900,3.284725291
1741379212270,3.284725291
1741379279135,3.285338194
1741379344994,3.284725291
1741379411435,3.285338194
1741379477792,3.285338194
1741379543950,3.285338194
1741379610234,3.285338194
1741379676581,3.285338194
1741379742936,3.285338194
1741379809295,3.285338194
1741379875631,3.285338194
1741379942500,3.285338194
1741380008360,3.284112388
1741380074718,3.285338194
1741380141260,3.285338194
1741380207224,3.284725291
1741380273583,3.284112388
1741380339936,3.284112388
1741380406292,3.284112388
1741380474904,3.285338194
1741380538978,3.285338194
1741380605360,3.285338194
1741380671516,3.285338194
1741380737869,3.285338194
1741380804226,3.284112388
1741380870586,3.284725291
1741380936940,3.284112388
1741381069650,3.285338194
1741381135801,3.285338194
1741381202361,3.285338194
1741381268514,3.284725291
1741381334863,3.284112388
1741381401219,3.284725291
1741381467568,
1741381533947,
1741381600620,
1741381666414,
1741381732763,
1741381799117,
1741381865470,
1741381930797,
1741381996947,
1741382063299,
1741382129859,
1741382196416,
1741382262771,
1741382329126,
1741382395480,
1741382461718,
1741382528192,
1741382594542,
1741382727100,
1741382793403,
1741382859755,
1741382926111,
1741382992467,
1741383058821,
1741383124969,
1741383191325,
